0;0;133112577255553998;61;16;0x4000
0;0;133112580469010092;457;19;0x4000
0;0;133112580477340999;751;20;0x4000
0;0;133112583432786687;107;16;0x4000
0;0;133112586948229998;48;16;0x4000
0;0;133112587296959999;40;17;0x4000
0;0;133112589026919249;57;16;0x4000
0;0;133112594895879560;153;15;0x4000
0;0;133112597978139748;61;16;0x4000
0;0;133112608601638498;58;16;0x4000
0;0;133112621250313998;70;16;0x4000
0;0;133112621622218374;1271;24;0x4000
0;0;133112625275006436;249;17;0x4000
0;0;133112645560088343;1158;23;0x4000
0;0;133112651197036435;416;18;0x4000
0;0;133112655693753999;42;17;0x4000
0;0;133112660882565748;175;15;0x4000
0;0;133112662635693998;51;16;0x4000
0;0;133112664294707124;87;16;0x4000
0;0;133112666183415624;273;16;0x4000
0;0;133112667135639123;99;15;0x4000
0;0;133112669566817749;88;15;0x4000
0;0;133112671301398123;828;21;0x4000
0;0;133112674135504874;77;16;0x4000
0;0;133112675807849748;81;16;0x4000
0;0;133112677640750123;97;16;0x4000
0;0;133112681375682998;134;15;0x4000
0;0;133112682148103498;44;17;0x4000
0;0;133112696196289998;54;16;0x4000
0;0;133112700138906966;507;18;0x4000
0;0;133112724739727249;67;16;0x4000
0;0;133112727745781405;368;17;0x4000
0;0;133112734077219623;122;15;0x4000
0;0;133112736710868874;568;19;0x4000
0;0;133112738609893999;43;17;0x4000
0;0;133112745912104873;1262;23;0x4000
0;0;133112746059563437;236;16;0x4000
0;0;133112759550418561;235;16;0x4000
0;0;133112761180428999;52;17;0x4000
0;0;133112764082121748;155;15;0x4000
0;0;133112769805295999;52;16;0x4000
0;0;133112770157382249;86;16;0x4000
0;0;133112786686887092;1245;23;0x4000
0;0;133112789735785810;211;16;0x4000
0;0;133112799866600000;274;17;0x4000
0;0;133112806806713935;131;15;0x4000
0;0;133112807794627874;67;16;0x4000
0;0;133112828427074998;64;16;0x4000
0;0;133112831420924873;116;15;0x4000
0;0;133112839192798592;903;22;0x4000
0;0;133112840116239810;78;15;0x4000
0;0;133112859493681186;172;15;0x4000
0;0;133112861788410000;107;16;0x4000
0;0;133112863224512000;175;16;0x4000
0;0;133112870690649998;61;16;0x4000
0;0;133112875247588499;90;16;0x4000
0;0;133112875734561624;469;18;0x4000
0;0;133112875880826249;120;16;0x4000
0;0;133112884103576811;429;18;0x4000
0;0;133112927084417999;109;15;0x4000
0;0;133112930339440373;756;21;0x4000
0;0;133112930555483593;640;19;0x4000
0;0;133112934070559655;664;19;0x4000
0;0;133112945233723966;500;17;0x4000
0;0;133112947090383124;66;16;0x4000
0;0;133112948855643999;47;17;0x4000
0;0;133112951577163749;65;16;0x4000
0;0;133112954652368217;548;19;0x4000
0;0;133112970700207248;55;16;0x4000
0;0;133112991660124999;126;16;0x4000
0;0;133113013645952187;124;16;0x4000
0;0;133113023466560686;738;19;0x4000
0;0;133113026372290498;541;19;0x4000
0;0;133113030528390311;173;16;0x4000
0;0;133113040524665937;333;16;0x4000
0;0;133113044378076936;165;16;0x4000
0;0;133113044843051811;144;15;0x4000
0;0;133113048214157624;79;16;0x4000
